0.33334 0.33334 0.626666
0.33334 0.33434 0.626903
0.33334 0.33534 0.627136
0.33334 0.33634 0.627366
0.33334 0.33734 0.627593
0.33334 0.33834 0.627816
0.33334 0.33934 0.628036
0.33334 0.34034 0.628252
0.33334 0.34134 0.628465
0.33334 0.34234 0.628674
0.33334 0.34334 0.628879
0.33334 0.34434 0.629082
0.33334 0.34534 0.629281
0.33334 0.34634 0.629476
0.33334 0.34734 0.629668
0.33334 0.34834 0.629857
0.33334 0.34934 0.630042
0.33334 0.35034 0.630224
0.33334 0.35134 0.630402
0.33334 0.35234 0.630578
0.33334 0.35334 0.630749
0.33334 0.35434 0.630918
0.33334 0.35534 0.631083
0.33334 0.35634 0.631245
0.33334 0.35734 0.631403
0.33334 0.35834 0.631558
0.33334 0.35934 0.63171
0.33334 0.36034 0.631859
0.33334 0.36134 0.632004
0.33334 0.36234 0.632146
0.33334 0.36334 0.632285
0.33334 0.36434 0.63242
0.33334 0.36534 0.632553
0.33334 0.36634 0.632682
0.33334 0.36734 0.632807
0.33334 0.36834 0.63293
0.33334 0.36934 0.633049
0.33334 0.37034 0.633166
0.33334 0.37134 0.633279
0.33334 0.37234 0.633388
0.33334 0.37334 0.633495
0.33334 0.37434 0.633599
0.33334 0.37534 0.633699
0.33334 0.37634 0.633796
0.33334 0.37734 0.63389
0.33334 0.37834 0.633981
0.33334 0.37934 0.634069
0.33334 0.38034 0.634154
0.33334 0.38134 0.634235
0.33334 0.38234 0.634314
0.33334 0.38334 0.634389
0.33334 0.38434 0.634461
0.33334 0.38534 0.634531
0.33334 0.38634 0.634597
0.33334 0.38734 0.63466
0.33334 0.38834 0.63472
0.33334 0.38934 0.634777
0.33334 0.39034 0.634831
0.33334 0.39134 0.634882
0.33334 0.39234 0.63493
0.33334 0.39334 0.634975
0.33334 0.39434 0.635017
0.33334 0.39534 0.635056
0.33334 0.39634 0.635092
0.33334 0.39734 0.635124
0.33334 0.39834 0.635154
0.33334 0.39934 0.635181
0.33334 0.40034 0.635206
0.33334 0.40134 0.635227
0.33334 0.40234 0.635245
0.33334 0.40334 0.63526
0.33334 0.40434 0.635272
0.33334 0.40534 0.635282
0.33334 0.40634 0.635288
0.33334 0.40734 0.635292
0.33334 0.40834 0.635292
0.33334 0.40934 0.63529
0.33334 0.41034 0.635285
0.33334 0.41134 0.635277
0.33334 0.41234 0.635266
0.33334 0.41334 0.635253
0.33334 0.41434 0.635236
0.33334 0.41534 0.635217
0.33334 0.41634 0.635194
0.33334 0.41734 0.635169
0.33334 0.41834 0.635141
0.33334 0.41934 0.63511
0.33334 0.42034 0.635077
0.33334 0.42134 0.63504
0.33334 0.42234 0.635001
0.33334 0.42334 0.634959
0.33334 0.42434 0.634914
0.33334 0.42534 0.634867
0.33334 0.42634 0.634817
0.33334 0.42734 0.634763
0.33334 0.42834 0.634708
0.33334 0.42934 0.634649
0.33334 0.43034 0.634587
0.33334 0.43134 0.634523
0.33334 0.43234 0.634456
0.33334 0.43334 0.634387
0.33334 0.43434 0.634315
0.33334 0.43534 0.634239
0.33334 0.43634 0.634162
0.33334 0.43734 0.634081
0.33334 0.43834 0.633998
0.33334 0.43934 0.633912
0.33334 0.44034 0.633824
0.33334 0.44134 0.633732
0.33334 0.44234 0.633638
0.33334 0.44334 0.633542
0.33334 0.44434 0.633443
0.33334 0.44534 0.633341
0.33334 0.44634 0.633236
0.33334 0.44734 0.633129
0.33334 0.44834 0.633019
0.33334 0.44934 0.632907
0.33334 0.45034 0.632791
0.33334 0.45134 0.632674
0.33334 0.45234 0.632553
0.33334 0.45334 0.63243
0.33334 0.45434 0.632305
0.33334 0.45534 0.632177
0.33334 0.45634 0.632046
0.33334 0.45734 0.631913
0.33334 0.45834 0.631777
0.33334 0.45934 0.631638
0.33334 0.46034 0.631497
0.33334 0.46134 0.631353
0.33334 0.46234 0.631207
0.33334 0.46334 0.631058
0.33334 0.46434 0.630907
0.33334 0.46534 0.630753
0.33334 0.46634 0.630597
0.33334 0.46734 0.630438
0.33334 0.46834 0.630276
0.33334 0.46934 0.630112
0.33334 0.47034 0.629946
0.33334 0.47134 0.629777
0.33334 0.47234 0.629605
0.33334 0.47334 0.629431
0.33334 0.47434 0.629255
0.33334 0.47534 0.629076
0.33334 0.47634 0.628894
0.33334 0.47734 0.62871
0.33334 0.47834 0.628524
0.33334 0.47934 0.628335
0.33334 0.48034 0.628144
0.33334 0.48134 0.62795
0.33334 0.48234 0.627754
0.33334 0.48334 0.627555
0.33334 0.48434 0.627354
0.33334 0.48534 0.62715
0.33334 0.48634 0.626944
0.33334 0.48734 0.626735
0.33334 0.48834 0.626525
0.33334 0.48934 0.626311
0.33334 0.49034 0.626096
0.33334 0.49134 0.625877
0.33334 0.49234 0.625657
0.33334 0.49334 0.625434
0.33334 0.49434 0.625209
0.33334 0.49534 0.624981
0.33334 0.49634 0.624751
0.33334 0.49734 0.624518
0.33334 0.49834 0.624283
0.33334 0.49934 0.624046
0.33434 0.33334 0.626386
0.33434 0.33434 0.626503
0.33434 0.33534 0.626738
0.33434 0.33634 0.62697
0.33434 0.33734 0.627198
0.33434 0.33834 0.627423
0.33434 0.33934 0.627644
0.33434 0.34034 0.627861
0.33434 0.34134 0.628075
0.33434 0.34234 0.628286
0.33434 0.34334 0.628493
0.33434 0.34434 0.628697
0.33434 0.34534 0.628897
0.33434 0.34634 0.629094
0.33434 0.34734 0.629288
0.33434 0.34834 0.629478
0.33434 0.34934 0.629664
0.33434 0.35034 0.629848
0.33434 0.35134 0.630028
0.33434 0.35234 0.630204
0.33434 0.35334 0.630377
0.33434 0.35434 0.630547
0.33434 0.35534 0.630714
0.33434 0.35634 0.630877
0.33434 0.35734 0.631037
0.33434 0.35834 0.631193
0.33434 0.35934 0.631347
0.33434 0.36034 0.631497
0.33434 0.36134 0.631644
0.33434 0.36234 0.631787
0.33434 0.36334 0.631927
0.33434 0.36434 0.632064
0.33434 0.36534 0.632198
0.33434 0.36634 0.632328
0.33434 0.36734 0.632456
0.33434 0.36834 0.63258
0.33434 0.36934 0.6327
0.33434 0.37034 0.632818
0.33434 0.37134 0.632933
0.33434 0.37234 0.633044
0.33434 0.37334 0.633152
0.33434 0.37434 0.633257
0.33434 0.37534 0.633359
0.33434 0.37634 0.633457
0.33434 0.37734 0.633553
0.33434 0.37834 0.633645
0.33434 0.37934 0.633734
0.33434 0.38034 0.63382
0.33434 0.38134 0.633903
0.33434 0.38234 0.633983
0.33434 0.38334 0.63406
0.33434 0.38434 0.634134
0.33434 0.38534 0.634205
0.33434 0.38634 0.634272
0.33434 0.38734 0.634337
0.33434 0.38834 0.634398
0.33434 0.38934 0.634457
0.33434 0.39034 0.634512
0.33434 0.39134 0.634565
0.33434 0.39234 0.634614
0.33434 0.39334 0.63466
0.33434 0.39434 0.634704
0.33434 0.39534 0.634744
0.33434 0.39634 0.634781
0.33434 0.39734 0.634816
0.33434 0.39834 0.634847
0.33434 0.39934 0.634876
0.33434 0.40034 0.634901
0.33434 0.40134 0.634924
0.33434 0.40234 0.634943
0.33434 0.40334 0.63496
0.33434 0.40434 0.634974
0.33434 0.40534 0.634985
0.33434 0.40634 0.634993
0.33434 0.40734 0.634998
0.33434 0.40834 0.635
0.33434 0.40934 0.634999
0.33434 0.41034 0.634995
0.33434 0.41134 0.634989
0.33434 0.41234 0.634979
0.33434 0.41334 0.634967
0.33434 0.41434 0.634952
0.33434 0.41534 0.634934
0.33434 0.41634 0.634913
0.33434 0.41734 0.634889
0.33434 0.41834 0.634863
0.33434 0.41934 0.634833
0.33434 0.42034 0.634801
0.33434 0.42134 0.634766
0.33434 0.42234 0.634729
0.33434 0.42334 0.634688
0.33434 0.42434 0.634645
0.33434 0.42534 0.634599
0.33434 0.42634 0.63455
0.33434 0.42734 0.634498
0.33434 0.42834 0.634444
0.33434 0.42934 0.634386
0.33434 0.43034 0.634326
0.33434 0.43134 0.634264
0.33434 0.43234 0.634198
0.33434 0.43334 0.63413
0.33434 0.43434 0.634059
0.33434 0.43534 0.633986
0.33434 0.43634 0.633909
0.33434 0.43734 0.63383
0.33434 0.43834 0.633748
0.33434 0.43934 0.633664
0.33434 0.44034 0.633577
0.33434 0.44134 0.633487
0.33434 0.44234 0.633395
0.33434 0.44334 0.633299
0.33434 0.44434 0.633202
0.33434 0.44534 0.633101
0.33434 0.44634 0.632998
0.33434 0.44734 0.632892
0.33434 0.44834 0.632784
0.33434 0.44934 0.632673
0.33434 0.45034 0.632559
0.33434 0.45134 0.632443
0.33434 0.45234 0.632324
0.33434 0.45334 0.632202
0.33434 0.45434 0.632078
0.33434 0.45534 0.631952
0.33434 0.45634 0.631822
0.33434 0.45734 0.63169
0.33434 0.45834 0.631556
0.33434 0.45934 0.631419
0.33434 0.46034 0.631279
0.33434 0.46134 0.631137
0.33434 0.46234 0.630992
0.33434 0.46334 0.630845
0.33434 0.46434 0.630695
0.33434 0.46534 0.630542
0.33434 0.46634 0.630388
0.33434 0.46734 0.63023
0.33434 0.46834 0.63007
0.33434 0.46934 0.629907
0.33434 0.47034 0.629742
0.33434 0.47134 0.629575
0.33434 0.47234 0.629405
0.33434 0.47334 0.629232
0.33434 0.47434 0.629057
0.33434 0.47534 0.62888
0.33434 0.47634 0.6287
0.33434 0.47734 0.628517
0.33434 0.47834 0.628332
0.33434 0.47934 0.628145
